nbObjets 2318
Id_item Supplier_code Length Width Height Weight Stackability_code Earliest_arrival_time Latest_arrival_time Inventory_cost
77 12 12 10 3 67 3 1 6 550
78 40 7 5 4 626 6 29 33 70
79 12 12 10 7 359 3 1 6 390
80 30 12 10 8 1661 1 29 33 140
81 10 12 10 9 372 4 9 13 30
82 11 12 10 3 32 3 24 28 170
83 26 12 10 9 937 4 13 16 300
84 4 12 10 9 395 4 8 12 130
85 17 12 10 11 228 3 17 21 560
86 10 12 10 9 372 4 26 29 30
87 19 12 10 9 288 4 10 14 80
88 19 12 10 9 288 4 27 30 80
89 11 12 10 9 716 4 19 22 60
90 5 12 10 9 720 4 33 36 710
91 11 12 10 9 981 4 21 24 60
92 6 12 10 10 491 4 6 9 250
93 11 12 10 9 981 4 16 20 60
94 11 12 10 9 710 4 7 10 80
95 34 12 10 3 47 3 36 40 480
96 3 12 10 8 921 1 13 16 90
97 10 12 10 7 518 4 43 47 50
98 11 12 10 9 716 4 19 22 60
99 11 12 10 9 710 4 24 28 80
100 11 12 10 9 537 4 20 23 60
101 5 12 10 9 994 4 26 29 360
102 13 12 10 9 231 4 33 36 650
103 16 12 10 9 212 3 27 28 1300
104 11 12 10 9 716 4 36 40 60
105 12 12 10 3 46 3 37 41 400
106 12 12 10 3 144 3 15 19 680
107 12 12 10 3 48 3 22 26 330
108 42 12 10 9 695 4 1 6 270
109 24 12 10 3 56 3 38 42 900
110 10 12 10 9 372 4 40 43 30
111 11 12 10 3 109 3 37 41 260
112 39 16 12 9 464 5 38 42 130
113 43 7 5 4 152 6 29 33 30
114 4 12 10 9 395 4 13 16 130
115 41 16 12 9 482 5 34 37 100
116 43 12 10 9 252 4 1 7 180
117 10 12 10 9 587 4 19 22 80
118 7 12 10 8 1202 1 40 43 460
119 1 12 10 11 149 2 40 43 80
120 11 12 10 9 537 4 9 13 60
121 12 12 10 3 32 3 16 20 200
122 9 12 10 3 127 3 38 40 200
123 7 12 10 8 1202 1 26 29 460
124 4 12 10 9 488 4 17 21 170
125 41 16 12 9 503 5 37 41 150
126 11 12 10 9 611 4 22 26 70
127 16 12 10 11 260 3 1 5 2600
128 40 12 10 2 164 3 29 33 210
129 24 12 10 3 68 3 38 42 780
130 35 12 10 9 1754 4 36 40 320
131 16 12 10 3 41 3 36 37 250
132 42 12 10 9 715 4 6 9 270
133 12 12 10 11 569 3 26 29 300
134 43 7 5 4 366 6 34 37 50
135 5 12 10 9 994 4 40 43 360
136 11 12 10 9 981 4 9 13 60
137 11 12 10 9 537 4 15 19 60
138 15 12 10 9 810 4 1 5 250
139 43 7 5 4 152 6 13 16 30
140 11 12 10 9 611 4 16 20 70
141 26 12 10 9 937 4 29 33 300
142 11 12 10 9 710 4 23 27 80
143 10 12 10 9 410 4 43 47 40
144 43 12 10 9 553 4 24 28 800
145 11 12 10 3 32 3 30 34 170
146 10 12 10 9 587 4 36 40 80
147 11 12 10 9 716 4 30 34 60
148 4 12 10 9 395 4 41 44 130
149 7 12 10 8 1202 1 36 40 460
150 19 12 10 9 288 4 30 34 80
151 10 12 10 7 518 4 14 17 50
152 24 12 10 3 81 3 17 21 1500
153 5 12 10 9 994 4 33 36 360
154 36 12 10 9 885 4 38 40 260
155 10 12 10 9 410 4 1 1 40
156 10 12 10 7 518 4 1 5 50
157 40 12 10 2 170 3 43 47 210
158 38 12 10 3 77 3 31 35 12400
159 10 12 10 9 372 4 1 5 30
160 24 12 10 3 31 3 10 14 260
161 43 12 10 9 241 4 1 7 60
162 1 11 9 8 126 8 19 22 190
163 14 12 10 8 1938 1 33 36 220
164 10 12 10 9 410 4 1 5 40
165 34 12 10 3 55 3 1 5 320
166 12 12 10 3 48 3 15 19 330
167 4 12 10 9 436 4 1 7 140
168 10 12 10 7 518 4 43 47 50
169 12 12 10 3 139 3 16 20 130
170 27 12 10 9 294 4 34 37 80
171 43 12 10 9 241 4 22 26 60
172 41 16 12 9 480 5 36 40 100
173 4 12 10 9 436 4 13 16 140
174 11 12 10 9 537 4 21 24 60
175 12 12 10 3 129 3 19 22 100
176 10 12 10 9 410 4 41 44 40
177 29 12 10 9 201 4 20 23 110
178 16 12 10 7 131 3 45 47 500
179 24 12 10 3 80 3 1 7 800
180 13 12 10 11 627 3 30 34 190
181 12 12 10 9 459 3 1 5 400
182 11 12 10 9 537 4 31 35 60
183 5 12 10 9 720 4 22 26 710
184 40 12 10 3 322 3 41 44 420
185 43 12 10 9 252 4 27 30 180
186 10 12 10 7 518 4 1 1 50
187 12 12 10 3 32 3 5 8 200
188 34 12 10 9 153 4 21 24 20
189 11 12 10 9 716 4 8 12 60
190 30 12 10 8 1139 1 28 31 110
191 10 12 10 9 372 4 29 33 30
192 4 12 10 9 436 4 6 9 140
193 41 16 12 9 482 5 38 42 100
194 19 12 10 9 344 4 8 12 90
195 11 12 10 9 710 4 12 15 80
196 41 16 12 9 503 5 42 45 150
197 11 12 10 9 537 4 37 41 60
198 11 12 10 9 981 4 1 7 60
199 11 12 10 9 611 4 21 24 70
200 11 12 10 9 710 4 36 40 80
201 11 12 10 9 537 4 41 44 60
202 26 12 10 9 937 4 10 14 300
203 7 12 10 7 982 4 29 33 320
204 10 12 10 9 372 4 24 28 30
205 14 12 10 7 981 4 34 37 120
206 13 12 10 11 627 3 1 7 190
207 26 12 10 9 937 4 8 8 300
208 24 12 10 3 68 3 17 21 600
209 11 12 10 9 981 4 26 29 60
210 19 12 10 9 344 4 34 37 90
211 22 12 10 11 262 3 45 47 60
212 7 12 10 7 998 4 22 26 350
213 6 12 10 10 491 4 1 1 250
214 38 12 10 3 104 3 24 28 1860
215 13 12 10 9 231 4 33 36 650
216 5 12 10 9 994 4 29 33 360
217 34 12 10 4 63 3 28 31 60
218 23 12 10 15 215 4 15 19 1070
219 11 12 10 9 611 4 10 14 70
220 31 12 10 9 252 4 26 29 2520
221 6 12 10 10 491 4 43 47 250
222 11 12 10 9 611 4 5 8 70
223 27 12 10 9 294 4 8 12 80
224 10 12 10 9 768 4 14 17 80
225 34 12 10 7 144 3 21 24 180
226 10 12 10 9 372 4 43 47 30
227 27 12 10 9 294 4 24 28 80
228 29 12 10 9 185 4 20 23 40
229 41 16 12 9 480 5 30 34 100
230 30 12 10 8 1139 1 1 7 110
231 12 12 10 3 32 3 35 38 170
232 42 12 10 9 533 4 37 41 260
233 10 12 10 9 372 4 34 37 30
234 11 12 10 9 716 4 5 8 60
235 14 7 5 4 536 6 31 35 80
236 42 12 10 9 715 4 37 41 270
237 25 12 10 6 247 3 17 21 300
238 36 12 10 9 885 4 22 23 260
239 6 12 10 10 491 4 37 41 250
240 32 12 10 9 250 4 40 43 60
241 2 12 10 9 720 4 29 33 710
242 11 12 10 9 537 4 19 22 60
243 10 12 10 9 768 4 38 42 80
244 4 12 10 9 436 4 31 35 140
245 23 12 10 15 254 4 22 26 1040
246 29 12 10 9 185 4 29 33 40
247 2 12 10 9 720 4 26 29 710
248 11 12 10 9 981 4 29 33 60
249 11 12 10 9 537 4 6 9 60
250 12 12 10 5 246 3 30 34 260
251 43 12 10 9 553 4 34 37 800
252 14 12 10 8 1609 1 30 34 180
253 34 12 10 9 153 4 10 14 20
254 22 12 10 11 262 3 34 35 60
255 6 12 10 9 204 4 1 6 40
256 11 12 10 9 537 4 29 33 60
257 22 12 10 11 262 3 36 37 60
258 6 12 10 9 248 4 23 27 50
259 4 12 10 9 488 4 43 47 170
260 11 12 10 9 537 4 26 29 60
261 6 12 10 10 491 4 16 16 250
262 14 12 10 7 981 4 24 28 120
263 10 12 10 7 518 4 42 45 50
264 30 12 10 8 1139 1 35 38 110
265 35 12 10 9 1167 4 22 26 270
266 16 12 10 11 252 3 29 30 100
267 34 12 10 9 153 4 1 7 20
268 29 12 10 9 201 4 31 35 110
269 11 12 10 9 981 4 22 26 60
270 12 12 10 3 144 3 12 15 510
271 4 12 10 9 436 4 17 21 140
272 31 12 10 9 255 4 26 29 2490
273 13 12 10 6 521 3 36 40 410
274 39 16 12 9 464 5 34 37 130
275 10 12 10 9 410 4 42 45 40
276 19 12 10 9 288 4 1 6 70
277 10 12 10 7 518 4 28 31 50
278 12 12 10 3 82 3 14 17 340
279 6 12 10 10 603 4 43 47 340
280 11 12 10 9 537 4 10 14 60
281 24 12 10 3 68 3 10 14 1200
282 36 12 10 9 885 4 27 28 260
283 12 12 10 3 51 3 5 8 220
284 5 12 10 9 654 4 36 40 400
285 11 12 10 9 611 4 27 30 70
286 12 12 10 3 46 3 9 13 400
287 35 12 10 8 1523 1 40 43 240
288 25 12 10 3 45 7 17 21 6880
289 11 12 10 9 611 4 10 14 70
290 11 12 10 9 537 4 14 17 60
291 12 12 10 3 175 3 37 41 680
292 12 12 10 3 144 3 26 29 510
293 11 12 10 9 716 4 16 20 60
294 33 12 10 4 69 3 36 40 70
295 40 12 10 2 164 3 37 41 210
296 14 12 10 8 1653 1 1 7 190
297 21 12 10 10 234 3 19 22 90
298 11 12 10 9 716 4 21 24 60
299 14 12 10 8 1201 1 29 33 170
300 30 12 10 8 1139 1 1 5 110
301 19 12 10 9 344 4 29 33 90
302 15 12 10 9 810 4 45 47 250
303 11 12 10 9 716 4 35 38 60
304 12 12 10 3 32 3 28 31 170
305 12 12 10 7 380 3 23 27 260
306 11 12 10 9 981 4 31 35 60
307 12 12 10 3 51 3 14 17 220
308 6 12 10 10 491 4 26 29 250
309 35 12 10 9 1754 4 26 29 320
310 14 12 10 7 981 4 5 8 120
311 12 12 10 3 32 3 23 27 200
312 12 12 10 3 67 3 5 8 330
313 12 12 10 7 359 3 21 24 390
314 11 12 10 9 981 4 41 44 60
315 11 12 10 9 981 4 1 6 60
316 14 12 10 8 1485 1 29 33 200
317 7 12 10 8 1202 1 29 33 460
318 31 12 10 9 252 4 43 47 2520
319 11 12 10 9 981 4 28 31 60
320 4 12 10 9 436 4 20 23 140
321 11 12 10 9 611 4 5 8 70
322 41 16 12 9 482 5 1 1 100
323 11 12 10 9 981 4 26 29 60
324 11 12 10 9 611 4 1 6 70
325 10 12 10 9 410 4 15 19 40
326 10 12 10 7 518 4 26 29 50
327 39 16 12 9 464 5 43 47 130
328 11 12 10 9 981 4 37 41 60
329 14 7 5 4 536 6 1 5 80
330 6 12 10 9 204 4 21 24 40
331 10 12 10 9 768 4 24 28 80
332 4 12 10 9 436 4 29 33 140
333 6 12 10 10 491 4 23 27 250
334 43 12 10 9 252 4 41 44 180
335 11 12 10 9 981 4 9 13 60
336 39 16 12 9 464 5 36 40 130
337 19 12 10 9 288 4 10 14 70
338 38 12 10 3 28 3 38 42 930
339 4 12 10 9 488 4 1 7 170
340 12 12 10 3 38 3 43 47 220
341 6 12 10 10 491 4 38 42 250
342 17 12 10 11 228 3 1 7 560
343 11 12 10 3 114 3 24 28 130
344 29 12 10 9 201 4 26 29 110
345 19 12 10 9 288 4 13 16 70
346 11 12 10 9 981 4 19 22 60
347 40 12 10 6 653 3 23 27 140
348 13 12 10 9 231 4 29 33 650
349 11 12 10 9 710 4 23 27 80
350 10 12 10 7 518 4 40 43 50
351 10 12 10 9 768 4 42 45 80
352 10 12 10 9 587 4 29 33 80
353 35 12 10 9 1135 4 43 47 210
354 29 12 10 9 201 4 1 1 110
355 34 12 10 9 153 4 27 30 20
356 4 12 10 9 488 4 15 19 170
357 42 12 10 9 533 4 6 9 260
358 40 12 10 6 653 3 38 42 140
359 43 12 10 9 241 4 17 21 60
360 12 12 10 3 175 3 12 15 680
361 41 16 12 9 482 5 36 40 100
362 11 12 10 9 611 4 13 16 70
363 26 12 10 9 937 4 22 26 300
364 24 12 10 3 68 3 1 7 600
365 16 12 10 7 141 3 24 26 960
366 11 12 10 9 716 4 27 30 60
367 10 12 10 7 518 4 37 41 50
368 11 12 10 9 981 4 17 21 60
369 15 12 10 9 810 4 6 7 250
370 6 12 10 9 204 4 29 33 40
371 12 12 10 3 32 3 33 36 200
372 11 12 10 9 537 4 17 21 60
373 11 12 10 9 710 4 1 5 80
374 40 12 10 7 441 3 8 12 240
375 18 12 10 10 186 3 19 22 200
376 41 16 12 9 482 5 41 44 100
377 30 12 10 8 1139 1 22 26 110
378 24 12 10 3 56 3 31 35 1140
379 43 7 5 4 366 6 8 12 50
380 16 12 10 3 26 3 34 35 250
381 2 12 10 9 720 4 33 36 710
382 36 12 10 9 885 4 31 33 260
383 10 12 10 9 768 4 37 41 80
384 10 12 10 9 410 4 9 13 40
385 10 12 10 7 518 4 23 27 50
386 20 12 10 5 130 3 17 21 660
387 43 7 5 4 152 6 22 26 30
388 10 12 10 7 518 4 15 19 50
389 4 12 10 9 436 4 34 37 140
390 10 12 10 9 372 4 28 31 30
391 40 12 10 6 653 3 1 5 140
392 42 12 10 9 695 4 27 30 270
393 10 12 10 9 372 4 6 9 30
394 43 12 10 9 261 4 43 47 180
395 23 12 10 15 215 4 40 43 1070
396 35 12 10 9 1135 4 29 33 210
397 11 12 10 3 75 3 35 38 600
398 24 12 10 3 81 3 17 21 1500
399 34 12 10 9 153 4 5 8 20
400 23 12 10 15 215 4 26 29 1070
401 13 12 10 9 231 4 40 43 650
402 11 12 10 9 981 4 37 41 60
403 10 12 10 7 518 4 20 23 50
404 24 12 10 5 143 3 17 21 1300
405 40 12 10 3 310 3 1 5 420
406 11 12 10 3 32 3 37 41 170
407 4 12 10 9 395 4 38 42 130
408 11 12 10 3 61 3 21 24 450
409 11 12 10 9 710 4 30 34 80
410 16 12 10 11 260 3 6 7 3250
411 10 12 10 7 518 4 9 13 50
412 28 12 10 11 283 3 40 43 470
413 14 7 5 4 536 6 37 41 80
414 19 12 10 9 288 4 1 7 80
415 17 12 10 4 68 3 24 28 360
416 11 12 10 9 981 4 10 14 60
417 7 12 10 7 998 4 33 36 350
418 24 12 10 3 81 3 1 7 1500
419 4 12 10 9 436 4 15 19 140
420 12 12 10 3 113 3 22 26 510
421 13 12 10 9 231 4 22 26 650
422 11 12 10 9 981 4 5 8 60
423 34 12 10 3 47 3 42 45 480
424 26 12 10 9 937 4 24 28 300
425 34 12 10 9 153 4 13 16 20
426 21 12 10 10 234 3 1 1 90
427 10 12 10 9 768 4 28 31 80
428 4 12 10 9 436 4 22 26 140
429 6 12 10 10 491 4 31 35 250
430 12 12 10 3 32 3 33 36 170
431 6 12 10 9 204 4 22 26 40
432 37 12 10 9 169 4 37 41 30
433 40 12 10 3 290 3 1 7 420
434 16 12 10 7 141 3 41 42 640
435 34 12 10 7 108 3 34 37 120
436 9 12 10 3 119 3 43 44 100
437 4 12 10 9 488 4 31 35 170
438 10 12 10 9 587 4 17 21 80
439 4 12 10 9 436 4 24 28 140
440 11 12 10 9 981 4 14 17 60
441 10 12 10 9 768 4 34 37 80
442 4 12 10 9 395 4 10 14 130
443 43 12 10 9 553 4 38 42 800
444 5 12 10 9 994 4 15 19 360
445 12 12 10 3 113 3 5 8 510
446 11 12 10 9 981 4 19 22 60
447 32 12 10 9 250 4 29 33 60
448 29 12 10 9 201 4 43 47 110
449 14 12 10 7 981 4 36 40 120
450 19 12 10 9 344 4 6 9 90
451 30 12 10 8 1139 1 1 1 110
452 6 12 10 9 204 4 28 31 40
453 5 12 10 9 654 4 22 26 400
454 41 16 12 9 482 5 43 47 100
455 43 12 10 9 261 4 38 42 180
456 2 12 10 9 720 4 40 43 710
457 12 12 10 3 144 3 43 47 510
458 1 11 9 8 126 8 36 40 190
459 10 12 10 7 518 4 9 13 50
460 35 12 10 9 1188 4 40 43 250
461 10 12 10 9 372 4 36 40 30
462 11 12 10 9 611 4 19 22 70
463 12 12 10 3 132 3 42 45 130
464 29 12 10 9 185 4 28 31 40
465 4 12 10 9 436 4 27 30 140
466 14 7 5 4 536 6 23 27 80
467 10 12 10 7 518 4 30 34 50
468 35 12 10 9 1135 4 26 29 210
469 10 12 10 9 410 4 23 27 40
470 22 12 10 11 262 3 27 28 60
471 11 12 10 9 981 4 40 43 60
472 12 12 10 3 32 3 28 31 200
473 11 12 10 9 710 4 8 12 80
474 4 12 10 9 395 4 1 7 130
475 32 12 10 9 250 4 37 41 60
476 11 12 10 9 981 4 27 30 60
477 41 16 12 9 480 5 1 7 100
478 11 12 10 9 716 4 22 26 60
479 16 12 10 5 100 3 8 9 640
480 11 12 10 9 537 4 1 5 60
481 2 12 10 9 720 4 33 36 710
482 26 12 10 9 937 4 36 40 300
483 11 12 10 9 710 4 30 34 80
484 6 12 10 10 491 4 40 43 250
485 11 12 10 9 611 4 36 40 70
486 34 12 10 3 47 3 20 23 480
487 19 12 10 9 288 4 41 44 80
488 24 12 10 3 68 3 17 21 1110
489 10 12 10 9 372 4 37 41 30
490 13 12 10 9 231 4 28 31 650
491 43 12 10 9 261 4 34 37 180
492 12 12 10 9 473 3 23 27 390
493 11 12 10 9 611 4 1 6 70
494 11 12 10 3 47 3 29 33 300
495 27 12 10 9 294 4 36 40 80
496 40 7 5 4 626 6 1 7 70
497 18 12 10 7 130 3 37 41 200
498 12 12 10 3 48 3 12 15 220
499 38 12 10 7 304 3 31 35 6510
500 40 12 10 3 160 3 29 33 80
501 10 12 10 7 518 4 12 15 50
502 40 12 10 2 154 3 30 34 210
503 24 12 10 3 31 3 1 7 300
504 14 12 10 8 1609 1 31 35 180
505 42 12 10 9 533 4 20 23 260
506 13 12 10 9 231 4 30 34 650
507 23 12 10 15 254 4 40 43 1040
508 10 12 10 9 410 4 12 15 40
509 10 12 10 7 518 4 33 36 50
510 10 12 10 7 518 4 29 33 50
511 32 12 10 9 250 4 28 31 60
512 3 12 10 8 921 1 10 14 90
513 36 12 10 9 885 4 34 35 260
514 11 12 10 9 537 4 33 36 60
515 33 12 10 4 69 3 42 45 70
516 36 12 10 9 885 4 43 44 260
517 11 12 10 9 981 4 16 20 60
518 24 12 10 3 68 3 24 28 1200
519 12 12 10 9 501 3 8 12 520
520 12 12 10 11 569 3 29 33 500
521 10 12 10 9 372 4 14 17 30
522 13 12 10 11 627 3 33 36 190
523 11 12 10 9 537 4 33 36 60
524 41 16 12 9 503 5 29 33 150
525 12 12 10 3 82 3 7 10 340
526 19 12 10 9 288 4 41 44 70
527 10 12 10 9 410 4 1 5 40
528 14 12 10 8 1609 1 21 24 180
529 41 16 12 9 503 5 6 9 150
530 11 12 10 3 47 3 42 45 300
531 29 12 10 9 185 4 1 5 40
532 36 12 10 9 885 4 36 37 260
533 17 12 10 11 207 3 17 21 530
534 10 12 10 9 410 4 30 34 40
535 34 12 10 9 153 4 36 40 20
536 12 12 10 3 46 3 43 47 400
537 10 12 10 9 372 4 1 5 30
538 11 12 10 9 611 4 27 30 70
539 40 12 10 2 164 3 37 41 210
540 12 12 10 3 46 3 9 13 340
541 12 12 10 3 61 3 33 36 440
542 2 12 10 9 720 4 40 43 710
543 43 12 10 9 261 4 41 44 180
544 26 12 10 9 937 4 27 30 300
545 11 12 10 9 981 4 13 16 60
546 41 16 12 9 482 5 24 28 100
547 10 12 10 9 410 4 26 29 40
548 13 12 10 6 521 3 21 24 410
549 5 12 10 9 994 4 43 47 360
550 4 12 10 9 488 4 38 42 170
551 6 12 10 10 603 4 38 42 340
552 41 16 12 9 482 5 5 8 100
553 11 12 10 9 981 4 33 36 60
554 13 12 10 9 231 4 21 24 650
555 16 12 10 3 51 3 27 28 640
556 16 12 10 3 94 3 24 26 1020
557 12 12 10 3 97 3 16 20 850
558 30 12 10 8 1661 1 43 47 140
559 34 12 10 9 153 4 16 20 20
560 10 12 10 7 518 4 1 5 50
561 5 12 10 9 654 4 8 12 400
562 10 12 10 9 768 4 29 33 80
563 11 12 10 9 716 4 12 15 60
564 35 12 10 8 1708 1 43 47 310
565 33 12 10 7 119 3 21 24 140
566 10 12 10 9 410 4 22 26 40
567 10 12 10 9 372 4 33 36 30
568 13 12 10 9 231 4 5 8 650
569 35 12 10 9 1113 4 40 43 180
570 5 12 10 9 994 4 33 36 360
571 13 12 10 6 521 3 33 36 410
572 12 12 10 9 459 3 14 17 300
573 34 12 10 7 144 3 36 40 180
574 10 12 10 9 768 4 22 26 80
575 14 12 10 8 1938 1 24 28 220
576 19 12 10 9 288 4 34 37 80
577 4 12 10 9 436 4 29 33 140
578 34 12 10 9 153 4 40 43 20
579 4 12 10 9 395 4 41 44 130
580 13 12 10 11 627 3 35 38 190
581 9 12 10 3 84 3 31 33 40
582 4 12 10 9 436 4 41 44 140
583 43 12 10 9 241 4 41 44 60
584 36 12 10 9 885 4 36 37 260
585 14 12 10 8 1485 1 27 30 200
586 11 12 10 9 537 4 34 37 60
587 41 16 12 9 480 5 38 42 100
588 11 12 10 9 710 4 16 20 80
589 16 12 10 3 35 3 31 33 320
590 10 12 10 9 410 4 1 7 40
591 10 12 10 9 372 4 37 41 30
592 16 12 10 11 252 3 38 40 100
593 12 12 10 5 260 3 28 31 260
594 10 12 10 7 518 4 22 26 50
595 33 12 10 4 69 3 34 37 70
596 25 12 10 3 51 7 17 21 6060
597 6 12 10 10 491 4 35 38 250
598 32 12 10 9 250 4 1 1 60
599 43 12 10 9 261 4 27 30 180
600 4 12 10 9 395 4 15 19 130
601 19 12 10 9 344 4 23 27 90
602 43 7 5 4 152 6 6 9 30
603 41 16 12 9 482 5 21 24 100
604 30 12 10 8 1139 1 43 47 110
605 25 12 10 3 29 7 31 35 2020
606 35 12 10 9 1113 4 22 26 180
607 13 12 10 9 231 4 40 43 650
608 17 12 10 11 228 3 31 35 560
609 12 12 10 9 501 3 12 15 390
610 19 12 10 9 344 4 16 20 90
611 29 12 10 9 185 4 23 27 40
612 12 12 10 9 473 3 8 12 390
613 10 12 10 7 518 4 29 33 50
614 11 12 10 9 981 4 1 5 60
615 19 12 10 9 288 4 30 34 70
616 9 12 10 11 294 3 45 47 110
617 26 12 10 9 937 4 27 30 300
618 19 12 10 9 344 4 6 9 90
619 12 12 10 9 473 3 19 22 390
620 12 12 10 7 380 3 16 20 260
621 10 12 10 7 518 4 1 7 50
622 11 12 10 9 537 4 12 15 60
623 11 12 10 9 710 4 21 24 80
624 38 12 10 7 304 3 38 42 5580
625 24 12 10 5 143 3 1 7 3040
626 43 7 5 4 366 6 20 23 50
627 16 12 10 11 260 3 8 9 1300
628 30 12 10 8 1139 1 37 41 110
629 4 12 10 9 488 4 15 19 170
630 10 12 10 9 410 4 29 33 40
631 23 12 10 15 254 4 26 29 1040
632 15 12 10 9 810 4 8 9 250
633 20 12 10 3 41 3 1 7 440
634 12 12 10 7 359 3 26 29 260
635 13 12 10 9 231 4 30 34 650
636 10 12 10 9 768 4 43 47 80
637 41 16 12 9 503 5 28 31 150
638 25 12 10 3 73 7 31 35 13760
639 12 12 10 3 50 3 30 34 170
640 25 12 10 3 36 7 38 42 3440
641 10 12 10 9 372 4 30 34 30
642 30 12 10 8 1214 1 43 47 120
643 12 12 10 3 38 3 8 12 220
644 12 12 10 3 82 3 19 22 550
645 4 12 10 9 395 4 43 47 130
646 14 12 10 8 1781 1 1 1 240
647 24 12 10 3 68 3 1 7 780
648 11 12 10 3 45 3 22 26 340
649 22 12 10 11 262 3 6 7 60
650 40 12 10 6 653 3 29 33 140
651 13 12 10 11 627 3 29 33 190
652 10 12 10 9 372 4 22 26 30
653 12 12 10 7 380 3 43 47 260
654 12 12 10 3 40 3 42 45 220
655 24 12 10 3 68 3 17 21 520
656 10 12 10 9 587 4 27 30 80
657 11 12 10 9 537 4 23 27 60
658 11 12 10 3 33 3 5 8 150
659 19 12 10 9 344 4 27 30 90
660 2 12 10 9 720 4 43 47 710
661 11 12 10 9 537 4 33 36 60
662 40 12 10 3 290 3 20 23 420
663 35 12 10 8 1523 1 33 36 240
664 30 12 10 8 1661 1 37 41 140
665 4 12 10 9 436 4 17 21 140
666 11 12 10 9 981 4 43 47 60
667 5 12 10 9 994 4 36 40 360
668 10 12 10 9 768 4 41 44 80
669 4 12 10 9 488 4 6 9 170
670 11 12 10 9 537 4 33 36 60
671 30 12 10 8 1139 1 34 37 110
672 38 12 10 3 77 3 38 42 12400
673 10 12 10 9 410 4 1 6 40
674 4 12 10 9 436 4 36 40 140
675 11 12 10 3 45 3 1 6 340
676 34 12 10 9 153 4 30 34 20
677 11 12 10 9 981 4 14 17 60
678 30 12 10 8 1661 1 42 45 140
679 43 7 5 4 152 6 31 35 30
680 29 12 10 9 185 4 1 6 40
681 12 12 10 3 82 3 16 20 340
682 9 12 10 3 127 3 6 7 200
683 12 12 10 3 175 3 29 33 850
684 14 7 5 4 536 6 28 31 80
685 14 12 10 7 981 4 27 30 120
686 7 12 10 8 1202 1 19 22 460
687 36 12 10 9 885 4 38 40 260
688 12 12 10 3 48 3 26 29 330
